審議回次,種類,提出回次,提出番号,件名,議案URL,議案要旨,提出法律案,議案審議情報一覧 - 提出日,議案審議情報一覧 - 衆議院から受領／提出日,議案審議情報一覧 - 衆議院へ送付／提出日,議案審議情報一覧 - 先議区分,議案審議情報一覧 - 継続区分,参議院委員会等経過情報 - 本付託日,参議院委員会等経過情報 - 付託委員会等,参議院委員会等経過情報 - 議決日,参議院委員会等経過情報 - 議決・継続結果,参議院本会議経過情報 - 議決日,参議院本会議経過情報 - 議決,参議院本会議経過情報 - 採決態様,参議院本会議経過情報 - 採決方法,参議院本会議経過情報 - 投票結果,衆議院委員会等経過情報 - 本付託日,衆議院委員会等経過情報 - 付託委員会等,衆議院委員会等経過情報 - 議決日,衆議院委員会等経過情報 - 議決・継続結果,衆議院本会議経過情報 - 議決日,衆議院本会議経過情報 - 議決,衆議院本会議経過情報 - 採決態様,衆議院本会議経過情報 - 採決方法,その他の情報 - 公布年月日,その他の情報 - 法律番号,成立法律
190,法律案（内閣提出）,190,14,流通業務の総合化及び効率化の促進に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190140.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900141900.pdf,2016-02-02,2016-04-21,,衆先議,,2016-04-25,国土交通委員会,2016-04-28,可決,2016-05-02,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0502-v002.htm,2016-03-31,国土交通委員会,2016-04-19,可決,2016-04-21,可決,多数,起立,2016-05-13,36,
190,法律案（内閣提出）,190,15,地域再生法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190150.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900151900.pdf,2016-02-05,2016-03-24,,衆先議,,2016-03-30,地方・消費者問題に関する特別委員会,2016-04-06,修正,2016-04-08,修正,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0408-v001.htm,2016-03-15,地方創生に関する特別委員会,2016-03-23,可決,2016-03-24,可決,多数,起立,2016-04-20,30,
190,法律案（内閣提出）,190,16,所得税法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190016.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190160.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900161900.pdf,2016-02-05,2016-03-01,,衆先議,,2016-03-09,財政金融委員会,2016-03-29,可決,2016-03-29,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0329-v004.htm,2016-02-16,財務金融委員会,2016-03-01,可決,2016-03-01,可決,多数,起立,2016-03-31,15,
190,法律案（内閣提出）,190,17,原子力発電における使用済燃料の再処理等のための積立金の積立て及び管理に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190170.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900171900.pdf,2016-02-05,2016-04-21,,衆先議,,2016-04-27,経済産業委員会,2016-05-10,可決,2016-05-11,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0511-v005.htm,2016-03-24,経済産業委員会,2016-04-20,修正,2016-04-21,修正,多数,起立,2016-05-18,40,
190,法律案（内閣提出）,190,18,都市再生特別措置法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190018.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190180.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900181900.pdf,2016-02-05,2016-05-24,,衆先議,,2016-05-25,国土交通委員会,2016-05-31,可決,2016-06-01,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0601-v006.htm,2016-05-17,国土交通委員会,2016-05-20,可決,2016-05-24,可決,多数,起立,2016-06-07,72,
190,法律案（内閣提出）,190,19,港湾法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190019.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190190.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900191900.pdf,2016-02-05,2016-04-21,,衆先議,,2016-05-09,国土交通委員会,2016-05-12,可決,2016-05-13,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0513-v012.htm,2016-04-14,国土交通委員会,2016-04-20,可決,2016-04-21,可決,多数,起立,2016-05-20,45,
190,法律案（内閣提出）,190,20,子ども・子育て支援法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190200.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900201900.pdf,2016-02-09,2016-03-22,,衆先議,,2016-03-23,内閣委員会,2016-03-31,可決,2016-03-31,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0331-v003.htm,2016-03-15,内閣委員会,2016-03-18,修正,2016-03-22,修正,多数,起立,2016-03-31,22,
190,法律案（内閣提出）,190,21,地方税法等の一部を改正する等の法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190021.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190210.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900211900.pdf,2016-02-09,2016-03-01,,衆先議,,2016-03-11,総務委員会,2016-03-29,可決,2016-03-29,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0329-v006.htm,2016-02-18,総務委員会,2016-03-01,可決,2016-03-01,可決,多数,起立,2016-03-31,13,
190,法律案（内閣提出）,190,22,地方交付税法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190022.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190220.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900221900.pdf,2016-02-09,2016-03-01,,衆先議,,2016-03-11,総務委員会,2016-03-29,可決,2016-03-29,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0329-v007.htm,2016-02-18,総務委員会,2016-03-01,可決,2016-03-01,可決,多数,起立,2016-03-31,14,
190,法律案（内閣提出）,190,23,在外公館の名称及び位置並びに在外公館に勤務する外務公務員の給与に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190023.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190230.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900231900.pdf,2016-02-09,2016-03-15,,衆先議,,2016-03-16,外交防衛委員会,2016-03-22,可決,2016-03-23,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0323-v008.htm,2016-03-08,外務委員会,2016-03-11,可決,2016-03-15,可決,多数,起立,2016-03-30,10,
190,法律案（内閣提出）,190,24,関税定率法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190024.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190240.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900241900.pdf,2016-02-09,2016-03-17,,衆先議,,2016-03-23,財政金融委員会,2016-03-29,可決,2016-03-29,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0329-v005.htm,2016-03-15,財務金融委員会,2016-03-16,可決,2016-03-17,可決,全会一致,異議の有無,2016-03-31,16,
190,法律案（内閣提出）,190,25,株式会社国際協力銀行法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190025.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190250.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900251900.pdf,2016-02-09,2016-04-21,,衆先議,,2016-04-25,財政金融委員会,2016-05-10,可決,2016-05-11,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0511-v003.htm,2016-04-04,財務金融委員会,2016-04-19,可決,2016-04-21,可決,多数,起立,2016-05-18,41,
190,法律案（内閣提出）,190,26,児童扶養手当法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190026.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190260.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900261900.pdf,2016-02-09,2016-04-21,,衆先議,,2016-04-21,厚生労働委員会,2016-04-28,可決,2016-05-02,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0502-v003.htm,2016-03-22,厚生労働委員会,2016-04-20,可決,2016-04-21,可決,全会一致,異議の有無,2016-05-13,37,
190,法律案（内閣提出）,190,27,特定B型肝炎ウイルス感染者給付金等の支給に関する特別措置法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190270.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900271900.pdf,2016-02-09,2016-04-26,,衆先議,,2016-05-09,厚生労働委員会,2016-05-12,可決,2016-05-13,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0513-v015.htm,2016-04-15,厚生労働委員会,2016-04-22,可決,2016-04-26,可決,全会一致,異議の有無,2016-05-20,46,
190,法律案（内閣提出）,190,28,電気事業者による再生可能エネルギー電気の調達に関する特別措置法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190280.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900281900.pdf,2016-02-09,2016-05-12,,衆先議,,2016-05-18,経済産業委員会,2016-05-24,可決,2016-05-25,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0525-v017.htm,2016-04-19,経済産業委員会,2016-05-11,可決,2016-05-12,可決,多数,起立,2016-06-03,59,
190,法律案（内閣提出）,190,29,独立行政法人環境再生保全機構法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190290.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900291900.pdf,2016-02-09,2016-03-22,,衆先議,,2016-03-30,環境委員会,2016-04-05,可決,2016-04-06,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0406-v006.htm,2016-03-14,環境委員会,2016-03-18,可決,2016-03-22,可決,多数,起立,2016-04-13,26,
190,法律案（内閣提出）,190,30,国会議員の選挙等の執行経費の基準に関する法律及び公職選挙法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190300.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900301900.pdf,2016-02-12,2016-03-24,,衆先議,,2016-03-31,政治倫理の確立及び選挙制度に関する特別委員会,2016-04-01,可決,2016-04-06,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0406-v001.htm,2016-03-17,政治倫理の確立及び公職選挙法改正に関する特別委員会,2016-03-23,修正,2016-03-24,修正,多数,起立,2016-04-11,24,
190,法律案（内閣提出）,190,31,独立行政法人日本スポーツ振興センター法及びスポーツ振興投票の実施等に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190031.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190310.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900311900.pdf,2016-02-19,2016-04-21,,衆先議,,2016-04-22,文教科学委員会,2016-04-28,可決,2016-05-02,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0502-v001.htm,2016-03-31,文部科学委員会,2016-04-20,可決,2016-04-21,可決,多数,起立,2016-05-13,35,
190,法律案（内閣提出）,190,32,特定国立研究開発法人による研究開発等の促進に関する特別措置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190032.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190320.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900321900.pdf,2016-02-26,2016-04-26,,衆先議,,2016-04-27,内閣委員会,2016-05-10,可決,2016-05-11,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0511-v004.htm,2016-04-05,内閣委員会,2016-04-22,修正,2016-04-26,修正,多数,起立,2016-05-18,43,
190,法律案（内閣提出）,190,33,人事訴訟法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190033.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900331900.pdf,2016-02-26,,,衆先議,,,,,,,,,,,2016-05-31,法務委員会,2016-06-01,継続審査,2016-06-01,継続審査,全会一致,異議の有無,,,
190,法律案（内閣提出）,190,34,宅地建物取引業法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190034.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190340.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900341900.pdf,2016-02-26,2016-04-28,,衆先議,,2016-05-23,国土交通委員会,2016-05-26,可決,2016-05-27,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0527-v004.htm,2016-04-21,国土交通委員会,2016-04-27,可決,2016-04-28,可決,全会一致,異議の有無,2016-06-03,56,
190,法律案（内閣提出）,190,35,国立大学法人法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190035.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190350.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900351900.pdf,2016-02-26,,2016-04-20,本院先議,,2016-04-13,文教科学委員会,2016-04-19,可決,2016-04-20,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0420-v002.htm,2016-04-26,文部科学委員会,2016-05-11,可決,2016-05-12,可決,多数,起立,2016-05-18,38,
190,法律案（内閣提出）,190,36,漁業経営に関する補償制度の改善のための漁船損害等補償法及び漁業災害補償法の一部を改正する等の法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190036.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190360.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900361900.pdf,2016-02-26,,2016-04-06,本院先議,,2016-03-30,農林水産委員会,2016-04-05,可決,2016-04-06,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0406-v007.htm,2016-05-09,農林水産委員会,2016-05-11,可決,2016-05-12,可決,全会一致,異議の有無,2016-05-18,39,
190,法律案（内閣提出）,190,37,海上交通安全法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190037.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190370.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900371900.pdf,2016-02-26,,2016-04-08,本院先議,,2016-04-04,国土交通委員会,2016-04-07,可決,2016-04-08,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0408-v002.htm,2016-05-09,国土交通委員会,2016-05-11,可決,2016-05-12,可決,全会一致,異議の有無,2016-05-18,42,
190,法律案（内閣提出）,190,38,国立研究開発法人情報通信研究機構法及び特定通信・放送開発事業実施円滑化法の一部を改正する等の法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190038.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190380.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900381900.pdf,2016-03-01,2016-04-08,,衆先議,,2016-04-13,総務委員会,2016-04-19,可決,2016-04-20,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0420-v003.htm,2016-04-04,総務委員会,2016-04-07,可決,2016-04-08,可決,多数,起立,2016-04-27,32,
190,法律案（内閣提出）,190,39,障害者の日常生活及び社会生活を総合的に支援するための法律及び児童福祉法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190039.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190390.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900391900.pdf,2016-03-01,2016-05-12,,衆先議,,2016-05-18,厚生労働委員会,2016-05-24,可決,2016-05-25,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0525-v018.htm,2016-04-19,厚生労働委員会,2016-05-11,可決,2016-05-12,可決,多数,起立,2016-06-03,65,
190,法律案（内閣提出）,190,40,ポリ塩化ビフェニル廃棄物の適正な処理の推進に関する特別措置法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190040.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190400.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900401900.pdf,2016-03-01,2016-04-08,,衆先議,,2016-04-13,環境委員会,2016-04-21,可決,2016-04-22,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0422-v002.htm,2016-03-24,環境委員会,2016-04-05,可決,2016-04-08,可決,全会一致,異議の有無,2016-05-02,34,
190,法律案（内閣提出）,190,41,人工衛星等の打上げ及び人工衛星の管理に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190041.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900411900.pdf,2016-03-04,,,衆先議,,,,,,,,,,,2016-04-26,内閣委員会,2016-06-01,継続審査,2016-06-01,継続審査,多数,起立,,,
190,法律案（内閣提出）,190,42,衛星リモートセンシング記録の適正な取扱いの確保に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190042.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900421900.pdf,2016-03-04,,,衆先議,,,,,,,,,,,2016-04-26,内閣委員会,2016-06-01,継続審査,2016-06-01,継続審査,多数,起立,,,
190,法律案（内閣提出）,190,43,情報通信技術の進展等の環境変化に対応するための銀行法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190043.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190430.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900431900.pdf,2016-03-04,2016-04-28,,衆先議,,2016-05-11,財政金融委員会,2016-05-24,可決,2016-05-25,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0525-v016.htm,2016-04-25,財務金融委員会,2016-04-27,可決,2016-04-28,可決,多数,起立,2016-06-03,62,
190,法律案（内閣提出）,190,44,特定商取引に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190044.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190440.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900441900.pdf,2016-03-04,2016-05-10,,衆先議,,2016-05-11,地方・消費者問題に関する特別委員会,2016-05-20,可決,2016-05-25,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0525-v013.htm,2016-04-07,消費者問題に関する特別委員会,2016-04-28,可決,2016-05-10,可決,全会一致,異議の有無,2016-06-03,60,
190,法律案（内閣提出）,190,45,消費者契約法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190045.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190450.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900451900.pdf,2016-03-04,2016-05-10,,衆先議,,2016-05-12,地方・消費者問題に関する特別委員会,2016-05-20,可決,2016-05-25,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0525-v014.htm,2016-04-07,消費者問題に関する特別委員会,2016-04-28,可決,2016-05-10,可決,全会一致,異議の有無,2016-06-03,61,
190,法律案（内閣提出）,190,46,中小企業の新たな事業活動の促進に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190046.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190460.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900461900.pdf,2016-03-04,,2016-04-15,本院先議,,2016-04-04,経済産業委員会,2016-04-14,可決,2016-04-15,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0415-v004.htm,2016-05-12,経済産業委員会,2016-05-20,可決,2016-05-24,可決,全会一致,異議の有無,2016-06-03,58,
190,法律案（内閣提出）,190,47,環太平洋パートナーシップ協定の締結に伴う関係法律の整備に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190047.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900471900.pdf,2016-03-08,,,衆先議,,,,,,,,,,,2016-03-24,環太平洋パートナーシップ協定等に関する特別委員会,2016-06-01,継続審査,2016-06-01,継続審査,多数,起立,,,
190,法律案（内閣提出）,190,48,行政機関等の保有する個人情報の適正かつ効果的な活用による新たな産業の創出並びに活力ある経済社会及び豊かな国民生活の実現に資するための関係法律の整備に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190048.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190480.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900481900.pdf,2016-03-08,2016-04-22,,衆先議,,2016-05-09,総務委員会,2016-05-19,可決,2016-05-20,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0520-v003.htm,2016-04-13,総務委員会,2016-04-21,可決,2016-04-22,可決,多数,起立,2016-05-27,51,
190,法律案（内閣提出）,190,49,民法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190049.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190490.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900491900.pdf,2016-03-08,2016-05-24,,衆先議,,2016-05-26,法務委員会,2016-05-31,可決,2016-06-01,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0601-v005.htm,2016-05-18,法務委員会,2016-05-20,修正,2016-05-24,修正,全会一致,異議の有無,2016-06-07,71,
190,法律案（内閣提出）,190,50,森林法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190050.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190500.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900501900.pdf,2016-03-08,2016-04-28,,衆先議,,2016-05-09,農林水産委員会,2016-05-12,可決,2016-05-13,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0513-v016.htm,2016-04-13,農林水産委員会,2016-04-26,可決,2016-04-28,可決,多数,起立,2016-05-20,44,
190,法律案（内閣提出）,190,51,地球温暖化対策の推進に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190051.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190510.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900511900.pdf,2016-03-08,2016-04-28,,衆先議,,2016-05-02,環境委員会,2016-05-19,可決,2016-05-20,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0520-v002.htm,2016-04-01,環境委員会,2016-04-26,可決,2016-04-28,可決,多数,起立,2016-05-27,50,
190,法律案（内閣提出）,190,52,地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190052.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190520.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900521900.pdf,2016-03-11,2016-04-21,,衆先議,,2016-04-21,地方・消費者問題に関する特別委員会,2016-05-11,可決,2016-05-13,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0513-v011.htm,2016-04-14,地方創生に関する特別委員会,2016-04-20,可決,2016-04-21,可決,多数,起立,2016-05-20,47,
190,法律案（内閣提出）,190,53,国家戦略特別区域法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190053.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/53190530.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900531900.pdf,2016-03-11,2016-04-28,,衆先議,,2016-05-11,内閣委員会,2016-05-26,可決,2016-05-27,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/190/190-0527-v007.htm,2016-04-14,地方創生に関する特別委員会,2016-04-26,可決,2016-04-28,可決,多数,起立,2016-06-03,55,
190,法律案（内閣提出）,190,54,公的年金制度の持続可能性の向上を図るための国民年金法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/meisai/m19003190054.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/190/pdf/t031900541900.pdf,2016-03-11,,,衆先議,,,,,,,,,,,2016-05-31,厚生労働委員会,2016-06-01,継続審査,2016-06-01,継続審査,多数,起立,,,
